"Song Name" "Zero Crossing Rate Variance" "Spectral Centroid Mean" "Spectral Centroid Variance" "Spectral Rolloff Mean" "Spectral Rolloff Variance" "Root Mean Square Mean" "File Path" Category "Table Number"
"Throw Sum Mo" 0.0028061119636934966 1719.2551705542617 1065466.3054175219 3593.912522492535 5563645.991973165 0.23732549 media/rap/Rae_Sremmurd___Throw_Sum_Mo__Audio__ft._Nicki_Minaj__Young_Thug.mp3 rap 3
"Slum Anthem" 0.004981029086882783 2162.7613753627984 1395599.7263225513 4335.105210528153 5491989.707958592 0.2566652 media/rap/Slum_Anthem.mp3 rap 3
Clique 0.004234957273190469 2486.912903061692 1185622.442119596 5509.319013844491 5361367.703055077 0.24994871 media/rap/Kanye_West___Clique_ft._Big_Sean___Jay_Z__Explicit_.mp3 rap 3
Mercy.1 0.003422230699304027 2153.4934636216244 1156037.6985126957 4699.157801490736 5364252.771040522 0.13507731 media/rap/Kanye_West___Mercy__Explicit__ft._Big_Sean__Pusha_T__2_Chainz.mp3 rap 3
"6 Foot 7 Foot" 0.007736106836175423 3159.086510571345 1297224.659809614 6767.517672664287 4200409.749077415 0.30891082 media/rap/Lil_Wayne___6_Foot_7_Foot_ft._Cory_Gunz__Explicit___Official_Music_Video_.mp3 rap 3
"X (feat. Future)" 0.0014728979530281541 1546.644067839396 981740.6194580188 3397.6014880535313 5994776.647971742 0.29227677 media/rap/21_Savage___Metro_Boomin___X_ft_Future__Official_Audio_.mp3 rap 3
Trophies 0.00530635972238913 1941.7928417682954 1111659.152917256 4140.96746905886 4882019.5007563755 0.16736645 media/rap/Drake___Trophies__Official_Audio_.mp3 rap 3
"I'm Different" 0.012910939708165176 3187.649445005884 1865450.514408399 6060.127458351743 5515795.332051631 0.07795681 media/rap/2_Chainz___I_m_Different__Explicit_.mp3 rap 3
"I Mean It (feat. Remo)" 0.0051691675908407545 1958.4442634356683 1358765.0788258365 4172.071585800557 6182371.597749465 0.1990934 media/rap/G_Eazy___I_Mean_It__Lyrics__ft._Remo.mp3 rap 3
VALENTINO 0.0014400741399037042 1807.4203164038402 770721.1730729949 4309.4011146693465 5674164.996819288 0.30794892 media/rap/24kGoldn___VALENTINO__Official_Audio_.mp3 rap 3
"Jordan Belfort" 0.010411253828810968 2545.604025174688 1424422.7937205276 5182.5903913757775 4512377.0067691 0.21899961 media/rap/Jordan_Belfort__feat._Dyl____Wes_Walker__prod._by_WW____FULL_OFFICIAL_AUDIO__.mp3 rap 3
"Loaded (Bonus Track) [feat. DJ Carnage]" 0.005953654739769379 2342.37588042525 889198.5722295964 4731.079060264396 3638399.954483075 0.16598861 media/rap/G_Eazy_ft._Carnage___LOADED__Official_Music_Video_.mp3 rap 3
"Never Recover (Lil Baby & Gunna, Drake)" 0.0064774492539407345 2642.3017189887987 1773955.3801457079 5618.341146258043 6401269.43791743 0.33784875 media/rap/Lil_Baby__Gunna__Drake___Never_Recover__Official_Audio_.mp3 rap 3
Lifestyle 0.010833630980110089 2896.865624949908 1621356.797981611 5921.523893841629 3977941.6490918193 0.12856933 media/rap/Rich_Gang___Lifestyle_feat._Young_Thug__Rich_Homie_Quan_HQ.mp3 rap 3
"Low Life (feat. The Weeknd)" 0.0027803094814433525 1509.0329084180617 1098255.3276181014 3296.7126755904824 6828987.912156596 0.2399287 media/rap/Future___Low_Life__Official_Music_Video__ft._The_Weeknd.mp3 rap 3
"Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)" 0.014663246900731322 3658.9587753036103 1255700.4228929097 7232.367311041039 2670778.5433823043 0.13099873 media/rap/Juicy_J___Bandz_A_Make_Her_Dance__Audio__ft._Lil__Wayne__2_Chainz.mp3 rap 3
"In Da Club" 0.005735941408677293 2281.55556768059 1080644.395285501 4550.323394908561 3937639.5838165483 0.2772703 media/rap/50_Cent___In_Da_Club__HQ_.mp3 rap 3
T-Shirt 0.007499769416741914 2915.0070105496916 1739494.3881155155 6336.050011234709 6909728.305350681 0.23513702 media/rap/Migos___T_Shirt__Culture_.mp3 rap 3
"Rack City" 0.005756159094252611 1571.409024217028 1379936.1462554268 3198.109754383993 5870845.35599594 0.31898177 media/rap/Tyga___Rack_City___HQ.mp3 rap 3
"Without Me" 0.003800622904299375 2576.5208774005155 1718351.7752874123 5370.438407225394 6622774.754964949 0.2696905 media/rap/Eminem___Without_Me__Audio_.mp3 rap 3
"Who Do You Love?" 0.0032217949526837913 1804.470288784848 1240183.490807602 4018.1544427568197 6600979.679787806 0.14073588 media/rap/YG___Who_Do_You_Love__ft._Drake__Official_Audio___Explicit_.mp3 rap 3
"Till I Die" 0.005860310368862891 2283.7436667716306 1399273.3301802697 5130.100337009804 6712273.815434178 0.31584105 media/rap/Machine_Gun_Kelly___TILL_I_DIE__Audio_.mp3 rap 3
"Jimmy Choo" 0.007593857298245931 2824.1714481288464 1145676.2282761529 5841.190700285768 3756076.2138371784 0.1861478 media/rap/Fetty_Wap___Jimmy_Choo__Official_Audio_.mp3 rap 3
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix" 0.004555549773038054 2382.384704225843 1159566.8919040528 5584.581101519213 4915514.180080924 0.26792327 media/rap/Ty_Dolla__ign___Or_Nah__feat._The_Weeknd__Wiz_Khalifa____Lyrics.mp3 rap 3
"Calm Down" 0.00646134307759134 2463.789764412646 1423827.549283735 5382.8599409623575 6129801.556716696 0.23508316 media/rap/G_Eazy___Calm_Down__Audio_.mp3 rap 3
"Uber Everywhere" 0.004005339023182958 2297.397033665953 1159297.5565332146 4848.570498653509 4315128.114335464 0.2997021 media/rap/Uber_Everywhere.mp3 rap 3
"Gucci Flip Flops (feat. Lil Yachty)" 0.007002584506598331 2205.200039280724 1734811.2283576422 4659.947297589235 7634761.24708758 0.24012978 media/rap/BHAD_BHABIE_feat._Lil_Yachty____Gucci_Flip_Flops___Official_Audio_.mp3 rap 3
"No Rest" 0.003972099888201759 1917.973657320046 1131056.5000730546 4286.944192377496 5534857.191713271 0.23556678 media/rap/Lil_Skies___No_Rest___Official_Music_Video___Dir._by__NicholasJandora_.mp3 rap 3
Eazy 0.004413950175049919 2116.7617664134127 832565.2386833085 4557.301520476808 4356942.717082701 0.20840272 media/rap/G_Eazy___Eazy__Audio__ft._Son_Lux.mp3 rap 3
"Nephew (feat. Lil Pump)" 0.004311098646433514 2625.15836709 1006985.2071538231 5891.76638847926 4158456.2450692384 0.23066892 media/rap/Smokepurpp___Nephew_feat._Lil_Pump__Official_Audio_.mp3 rap 3
Moonlight 0.0020554815430400184 1330.8265811199028 906476.9434587901 2710.389185625262 5195368.767662334 0.08382453 media/rap/XXXTENTACION___Moonlight_Audio.mp3 rap 3
"Worth It" 0.00447624755047823 2850.3889939028204 889642.5120786154 6040.207083949958 3887372.4065178754 0.22330897 media/rap/YK_Osiris___Worth_it__Official_Audio_.mp3 rap 3
"Save That Shit" 0.00607110365997163 2665.8139099931236 1053560.282056868 5397.559311810662 4190122.0652105277 0.1581437 media/rap/Lil_Peep___Save_That_Shit__Audio_.mp3 rap 3
"Blinding Lights" 0.002568112844686777 2151.262815895651 769241.8998364304 4613.092649135555 2958701.9447921403 0.33254772 media/rap/The_Weeknd___Blinding_Lights__Official_Audio_.mp3 rap 3
Narcos 0.010020677042783099 2852.0828538960145 1391184.5455970222 5816.131020869142 3410042.0967423203 0.28779477 media/rap/Migos___Narcos__Audio_.mp3 rap 3
"Hope & Dope" 0.005057293101542113 2186.622111886688 1124834.4082925918 4523.856615956686 4583184.502725504 0.18160717 media/rap/NBA_Youngboy___Nevada__Official_Music_Video_.mp3 rap 3
"Gassed Up!" 0.0030949329532675204 1747.5822314486993 1297847.2804004836 3974.9498755968816 8346196.309031063 0.36775187 media/rap/XXXTENTACION__Flyboy_Tarantino__Kid_Trunks__Bass_Santana___Kin_oul___Gassed_Up___Audio_.mp3 rap 3
"Numb & Frozen" 0.0008336975498222301 1873.175332154279 704039.0323507519 4448.296704920022 5028909.661242337 0.39948994 media/rap/Icy_Narco___Numb___Frozen__Audio_.mp3 rap 3
"Powerglide (feat. Juicy J) - From SR3MM" 0.0021578668551509787 2312.0777869128697 774231.5043470665 5341.023455733158 4317517.0695984885 0.34385973 media/rap/Rae_Sremmurd__Swae_Lee__Slim_Jxmmi___Powerglide__Audio__ft._Juicy_J.mp3 rap 3
"Kung Fu" 0.0041034315782992265 2263.193948428046 1053817.7885801918 5084.98050833273 4810407.624917368 0.30382094 media/rap/Kung_Fu.mp3 rap 3
"Black & White" 0.0037340152178612926 1919.2454012921291 1143603.705584712 3841.7806181351157 4573652.624844697 0.3261347 media/rap/Juice_WRLD___Black___White__Official_Audio_.mp3 rap 3
"D Rose" 0.003796639434720215 1604.5668590168452 1015733.9428017773 3408.8392384110366 5369638.125197744 0.4455971 media/rap/Lil_Pump___D_Rose__Audio_.mp3 rap 3
"Lies (feat. Lil Skies)" 0.00406117384534119 2167.1607046863955 1412581.9862127816 4786.4852802034 6360415.231763206 0.2892533 media/rap/Lil_Xan_aka_Diego___Lies__Prod_Bobby_Johnson___AUDIO__ft._Lil_Skies.mp3 rap 3
rockstar 0.0025136877787022625 1580.9155237412679 934409.6202441728 3328.564780830537 5042606.551039032 0.119716085 media/rap/Post_Malone___rockstar_ft._21_Savage__Official_Audio_.mp3 rap 3
"Fr Fr (feat. Lil Skies)" 0.003044349332328593 2045.3444848274776 1022934.091770594 4404.41821592972 5000729.390906557 0.24900301 media/rap/Wiz_Khalifa___Fr_Fr_feat._Lil_Skies__Official_Audio_.mp3 rap 3
"STOP TRYING TO BE GOD" 0.006516406792152469 2508.6333736393362 1507660.7328632819 5659.158552764251 6312404.870719474 0.2503716 media/rap/Travis_Scott___STOP_TRYING_TO_BE_GOD__Audio_.mp3 rap 3
witchblades 0.012655871276968737 2920.511154775543 1870465.7526757517 6604.238009401766 7331112.234477904 0.23591349 media/rap/lil_peep_x_lil_tracy___witchblades__Official_Video_.mp3 rap 3
"Ridin (feat. Landon Cube & YBN Nahmir)" 0.0024336335000798553 1697.1573947207842 790509.6773328263 3553.5911876472765 3846664.5070389644 0.21871059 media/rap/Yung_Bans___Ridin_ft._YBN_Nahmir___Landon_Cube__Official_Music_Video_.mp3 rap 3
BAD! 0.0052745904218955 2266.937201000488 2090896.946035711 4316.772036604957 6779418.38609804 0.22597292 media/rap/XXXTENTACION___BAD___Audio_.mp3 rap 3
"Can't Feel My Face" 0.003522408731635863 2325.5700588668938 938641.8415199398 5184.245004580002 4593670.314068858 0.243544 media/rap/The_Weeknd___Can_t_Feel_My_Face__Official_Audio_.mp3 rap 3
"Bodak Yellow" 0.009345117196211117 3302.995699514759 1554337.8178985007 6598.3874493526455 4208459.471483272 0.21308655 media/rap/Cardi_B___Bodak_Yellow__OFFICIAL_MUSIC_VIDEO_.mp3 rap 3
GOTTI 0.0034767073321678413 2376.0900704264454 1082074.142226543 5298.94970764084 5677434.8540354315 0.15825908 media/rap/6ix9ine___Gotti_Gotti__Official_Audio_.mp3 rap 3
"bad guy" 0.010651141244952842 1621.5885615879147 2076217.024469769 3301.7372090285253 8256366.984373511 0.29937452 media/rap/Billie_Eilish___bad_guy__Audio_.mp3 rap 3
Audi. 0.00840031953331403 2243.1910280331117 1523093.2831730233 5022.552906305018 7081720.25755381 0.2855007 media/rap/Smokepurpp___Audi..mp3 rap 3
CoCo 0.0074079267175315424 2350.9583209824236 1634395.9543895416 4879.973891639876 6936762.662100063 0.23278642 media/rap/O.T._Genasis_CoCo__Explicit_Version_.mp3 rap 3
"See You Again (feat. Charlie Puth)" 0.0036905458286302846 1877.1185602822966 956525.1684235566 3923.325175729666 4653837.11320866 0.21343802 media/rap/Wiz_Khalifa___See_You_Again_ft._Charlie_Puth__Official_Video__Furious_7_Soundtrack.mp3 rap 3
FEFE 0.00786162591265427 2638.1882767086436 2523663.342766758 5629.753670135743 9493496.070288306 0.21931823 media/rap/6ix9ine___FEFE_ft._Nicki_Minaj__Murda_Beatz.mp3 rap 3
"CLOUT COBAIN | CLOUT CO13A1N" 0.0025153714289995275 2346.5349447437006 1227644.7295683278 5325.884753691446 6144436.994990644 0.2883324 media/rap/Denzel_Curry___CLOUT_COBAIN___CLOUT_CO13A1N__Audio_.mp3 rap 3
"Where To Go" 0.003063407354703228 2070.126370031226 907445.7413965288 4355.246461716723 4858839.865271551 0.23875037 media/rap/YoungBoy_Never_Broke_Again___Where_The_Love_At__Official_Audio_.mp3 rap 3
"3 Headed Snake (feat. Young Thug)" 0.010550501889537366 2508.2596088054474 1853892.447609835 5120.618424010791 6727651.33916208 0.18113722 media/rap/Gunna___3_Headed_Snake_Feat._Young_Thug__Official_Audio_.mp3 rap 3
"Pop Out Again (feat. Lil Baby & Gunna)" 0.005919149922030877 2480.9109249850926 1399789.1594556377 5496.975366127905 5866970.769558953 0.27111474 media/rap/Polo_G___Pop_Out_Again__Official_Audio__ft._Lil_Baby__Gunna.mp3 rap 3
"No Limit" 0.005093208702552473 2489.254636488421 1073820.166474788 5791.936313419469 4501945.278021927 0.33210522 media/rap/G_Eazy___No_Limit__Official_Audio__ft._A_AP_Rocky__Cardi_B.mp3 rap 3
"Dark Queen" 0.0028948987511712328 2398.1098087341397 1207005.6173535038 5228.432681254393 5542186.3722753795 0.28537992 media/rap/Dark_Queen.mp3 rap 3
Esskeetit 0.004029311825258795 2179.561440080181 1366149.84655079 4799.76084411994 6124072.243498483 0.3158716 media/rap/Lil_Pump___ESSKEETIT__Official_Music_Video_.mp3 rap 3
Unforgettable 0.0038054974925714044 1936.0545763174935 854086.639104298 3999.1894695964384 4026237.6627226695 0.27193198 media/rap/French_Montana_ft.__Swae_lee____Unforgettable__Audio.mp3 rap 3
"Watch (feat. Lil Uzi Vert & Kanye West)" 0.01008139390372268 3078.199229121939 1788982.9906243645 6342.384533987813 5926409.2602763735 0.2642568 media/rap/Travis_Scott___Watch__Audio__ft._Lil_Uzi_Vert__Kanye_West.mp3 rap 3
"All The Stars (with SZA)" 0.0025211602843610995 1605.2271976628408 595222.4286326909 3388.48876953125 3012988.744144832 0.322298 media/rap/Kendrick_Lamar__SZA___All_The_Stars.mp3 rap 3
"Everybody Dies In Their Nightmares" 0.0021106702154875443 2130.4503442757787 546078.5058809665 4607.968033807126 3387352.1469476805 0.20418777 media/rap/XXXTENTACION___Everybody_Dies_In_Their_Nightmares__Audio_.mp3 rap 3
"gone girl" 0.0031919091449016043 2592.3716302813873 823846.461853438 5599.667813406868 3695201.719977169 0.2288299 media/rap/iann_dior___gone_girl_ft._Trippie_Redd__Official_Audio_.mp3 rap 3
Voices 0.0031779070659379324 2124.4430412790593 807320.0008389475 4733.537047351728 4623504.181395478 0.26344505 media/rap/Mark_Ambor___Belong_Together__Official_Lyric_Video_.mp3 rap 3
"Sunflower - Spider-Man: Into the Spider-Verse" 0.004098411414518808 1950.387655284444 968060.0606678595 4097.549295158337 4502534.376156662 0.23963189 media/rap/Post_Malone__Swae_Lee___Sunflower__Spider_Man__Into_the_Spider_Verse___Official_Video_.mp3 rap 3
Thotiana 0.0032667964696808127 1949.4119898630054 1143781.0843223787 4175.955230712891 6189236.083355732 0.114815064 media/rap/Blueface___thotiana__Audio_.mp3 rap 3
Unfair 0.0010397354014051409 1176.7452467672001 692187.0612714883 2531.726312763872 4909433.024339113 0.24810308 media/rap/6LACK___Unfair__Full_Version___Official_Audio_.mp3 rap 3
Cursed 0.008271144097252886 2700.762688582897 905341.2330045538 5209.0009407302505 3794953.0194558743 0.018174853 media/rap/Boy_passes_out_after_flu_shot.mp3 rap 3
"Psycho (feat. Ty Dolla $ign)" 0.003852514710264901 1757.2900199338308 1169220.645001653 3654.444894061057 6272386.579092792 0.27099022 media/rap/Post_Malone_Feat._Ty_Dolla__ign___Psycho__Official_Audio_.mp3 rap 3
"The Race" 0.008567335976312644 2684.757571279594 1472796.4424065875 5693.35427035188 4682459.795846543 0.31290308 media/rap/Tay_K___The_Race__Official_Audio_.mp3 rap 3
"Me, Myself & I" 0.0041416706470709394 2474.2580170561273 756036.339480319 5510.553601232405 3080406.397222278 0.22105643 media/rap/G_Eazy_X_Bebe_Rexha___Me__Myself___I__Official_Audio_.mp3 rap 3
"Poles 1469" 0.007647344337815805 2325.7159222490845 1522649.6859977336 4684.1299503009595 5956225.729305024 0.2518182 media/rap/Trippie_Redd___Poles_1469__Ft._Tekashi69_.mp3 rap 3
"Falling Down - Bonus Track" 0.0018915893752432307 1717.194531176907 630968.2863946726 3551.7602029481927 3721500.6685204706 0.20549773 media/rap/Lil_Peep___XXXTENTACION___Falling_Down.mp3 rap 3
"Taking A Walk" 0.0020508512021753487 1658.433223816712 1173434.4659128424 3641.203341111169 7092932.387722129 0.21553054 media/rap/Trippie_Redd__Taking_A_Walk___Prod._by_Scott_Storch___WSHH_Exclusive___Official_Audio_.mp3 rap 3
L$D 0.0007061776328772479 1114.3076812505456 433166.9752511347 2294.432654198686 2939478.982427289 0.19911774 media/rap/L_D.mp3 rap 3
"I Love It (& Lil Pump)" 0.005743241786739579 2033.4600848785688 1820649.4982322592 4493.521494124955 8523981.870536912 0.31171203 media/rap/Kanye_West___Lil_Pump___I_Love_It_feat._Adele_Givens__Official_Music_Video_.mp3 rap 3
"223's (feat. 9lokknine)" 0.007248528120093857 2652.056285958355 1802641.5843121668 5462.653122481193 5948874.9552943455 0.18800017 media/rap/YNW_Melly___223s_ft._9lokknine__Official_Audio_.mp3 rap 3
MotorSport 0.005346557276085861 2740.9409696144207 1541790.740732314 5987.8409285812295 5738118.106129171 0.2457697 media/rap/Migos__Nicki_Minaj__Cardi_B___MotorSport__Official_Video_.mp3 rap 3
Minnesota 0.003081106434273277 2401.7793041516306 1149618.8354972186 5240.253064342054 4973442.64641474 0.31139177 media/rap/Lil_Yachty___Minnesota_ft._Young_Thug__Quavo__Skippa_Da_Flippa__Remix___Audio_.mp3 rap 3
"World Rage" 0.0027546742428285666 2025.0654567143238 1069222.9199711664 4297.3775841423385 5293679.045663049 0.26305994 media/rap/Lil_Skies___World_Rage__Prod._by_Otxhello___Danny_Wolf_.mp3 rap 3
Lalala 0.005570088203283542 2303.9686776167023 1237020.8201861507 5033.126506436784 4982316.629506249 0.22303733 media/rap/Y2K__bbno____Lalala__Official_Audio_.mp3 rap 3
"Old Town Road" 0.004368064183393114 2432.6410842953374 1343389.140778753 5155.262091186253 6167188.493965193 0.26275465 media/rap/Lil_Nas_X___Old_Town_Road__feat._Billy_Ray_Cyrus___Remix_.mp3 rap 3
Topanga 0.003916956847169634 2471.5355183141323 1349149.4112566384 5432.401127653302 5553692.30723701 0.22029313 media/rap/Trippie_Redd___Topanga__Official_Audio_.mp3 rap 3
"Self Care" 0.0012013925213992104 1612.1767542215296 758021.3588060956 3581.917942495862 5548330.435035231 0.24194297 media/rap/Mac_Miller___Self_Care.mp3 rap 3
"I Know You (feat. Yung Pinch)" 0.004314119684242787 2135.817467503729 1351940.066270245 4410.95955871207 5766653.980659763 0.21491577 media/rap/Lil_Skies_x_Yung_Pinch___I_Know_You__Official_Music_Video___Dir._by__NicholasJandora_.mp3 rap 3
"UKA UKA" 0.010438599755040256 2758.3209435569206 1650075.4458175045 5751.890320358859 5289714.477609119 0.19584322 media/rap/UKA_UKA.mp3 rap 3
"Welcome to the Rodeo" 0.0024421563215825687 2406.5712586691347 1148834.6954210794 5304.070833239252 5236657.516114972 0.2860853 media/rap/LIL_SKIES___Welcome_To_The_Rodeo__prod__Taz_Taylor___Official_Audio_.mp3 rap 3
"Young, Wild & Free (feat. Bruno Mars)" 0.004321144275019111 2393.344602869715 1060409.2281984477 5405.061855337521 4433791.240307894 0.25437814 media/rap/Young__Wild___Free__feat._Bruno_Mars_.mp3 rap 3
BILLY 0.011633905123937442 3031.71312627354 1224313.2487249852 6159.779981807054 3667445.412377822 0.2755151 media/rap/6ix9ine__BILLY__Official_Audio_Video_.mp3 rap 3
"No Sense" 0.0022284241033615404 2040.161468124986 1176716.0248055567 4780.631958545568 7976119.9669069275 0.27073768 media/rap/Justin_Bieber___No_Sense_ft._Travis_Scott.mp3 rap 3
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2" 0.0034074700675440486 2464.70444868384 568628.3419757753 5176.226589263584 2692450.8219745634 0.35120305 media/rap/Diplo__French_Montana___Lil_Pump_ft._Zhavia_Ward___Welcome_To_The_Party__Official_Music_Video_.mp3 rap 3
Leviathan 0.0022681224665042493 1649.7925733972554 738560.4555796809 3427.0973552923206 4521103.787022041 0.23896952 media/rap/G_Eazy___Leviathan__Hippie_Sabotage_Remix__Audio___ft._Sam_Martin.mp3 rap 3
"REEL IT IN" 0.004907183933624607 1861.015208069625 1198187.3891038005 3955.834007920135 5672286.412303724 0.26631987 media/rap/Amin____REEL_IT_IN__Audio_.mp3 rap 3
"Lose Yourself" 0.0053172062630549456 2204.793634497077 1156381.337740049 4513.978256130728 4766919.066656801 0.2655224 media/rap/Lose_Yourself__From__8_Mile__Soundtrack_.mp3 rap 3
Heartless 0.0022646041921790183 2222.8995602532937 716205.0958448539 5267.108203598294 4517285.3659538105 0.29170325 media/rap/The_Weeknd___Heartless__Official_Audio_.mp3 rap 3
"Team Rocket" 0.004597782368452221 2280.5189830252784 1111795.1539051367 4859.853589856947 4699806.617238347 0.18318973 media/rap/Lil_Uzi_Vert___Team_Rocket__Official_Audio_.mp3 rap 3
"Gucci Gang" 0.003172722524303308 2078.581834881839 1246897.18073631 4346.115476778945 5376571.884958103 0.20402013 media/rap/Lil_Pump____Gucci_Gang___Official_Audio_.mp3 rap 3
"Costa Rica (feat. Ski Mask the Slump God)" 0.006941082242004471 2671.087682546084 1080725.097348092 6101.564303901717 4115928.0144697665 0.2717349 media/rap/RONNY_J___Costa_Rica_feat._Ski_Mask_The_Slump_God__Official_Audio_.mp3 rap 3
"Swimming Pools (Drank)" 0.004164214733966982 2073.294937930937 1355475.0041439333 4413.210381652823 7031000.543193608 0.19764026 media/rap/Swimming_Pools__Drank___Extended_Version_.mp3 rap 3
"But A Dream" 0.0016357411322134696 2099.4047503451397 913280.6915177417 4676.7254266655855 5439927.733414107 0.24295203 media/rap/G_Eazy___But_A_Dream__Audio_.mp3 rap 3
"Drug Addicts" 0.006898098360683178 2092.673429924763 1088587.7831341026 4512.750648459193 5236981.4360843655 0.22134103 media/rap/Lil_Pump_Drug_Addicts__official_Audio_.mp3 rap 3
"Rubbin off the Paint" 0.0024418539766742527 1763.9496801177283 950992.614519667 4193.27699612799 6217243.831938033 0.18221237 media/rap/YBN_Nahmir___Rubbin_off_the_Paint__Audio___Explicit_.mp3 rap 3
"Mixed Personalities (feat. Kanye West)" 0.005238567047687903 2289.399290806922 1050045.788892237 4877.091227731887 4422172.508554836 0.18854578 media/rap/YNW_Melly_ft._Kanye_West___Mixed_Personalities__Official_Music_Video_.mp3 rap 3
Deceived 0.00460861342980541 1662.290777293976 1294619.7147477504 3515.4592455302877 6728916.401660819 0.3169604 media/rap/Lil_Xan___Deceived__Lyrics_Video_.mp3 rap 3
"Shake It Up" 0.016805064016161293 3001.506668407339 3286509.663290858 5835.38022692157 10407603.715649255 0.2252734 media/rap/Shake_It_Up.mp3 rap 3
"Balenciaga Challenge (feat. Offset)" 0.0057710303252244905 1960.6792917222747 1315708.8219147415 4217.956657567241 6539278.748273511 0.21466678 media/rap/6LACK___Balenciaga_Challenge_Ft._Offset__Audio_.mp3 rap 3
"Zeze (Remix)" 0.003588873483255786 1830.121139078813 1203000.4650304276 3847.7011049585117 5943608.58362496 0.31279263 media/rap/Zeze__Remix_.mp3 rap 3
"Go Stupid (feat. NLE Choppa & Mike WiLL Made-It)" 0.009134911949160959 2674.229204183487 1176659.4896575762 5806.50851934031 3386898.6284614005 0.31404796 media/rap/Polo_G__Stunna_4_Vegas___NLE_Choppa_feat._Mike_WiLL_Made_It___Go_Stupid__Official_Video_.mp3 rap 3
Angels 0.005469976152662132 2258.9640477380854 963560.0986553921 4683.35596846722 3819926.9511132007 0.24458764 media/rap/Amboy___Angel_on_my_Shoulder__OFFICIAL_AUDIO_.mp3 rap 3
"1942 (feat. Yo Gotti & YBN Nahmir)" 0.004268325746061354 2529.3328391596933 1083714.7968744964 5632.9599280409875 4693873.000379089 0.30680013 media/rap/G_Eazy___1942__Audio__ft._Yo_Gotti__YBN_Nahmir.mp3 rap 3
"Better Now" 0.002770550904411244 1948.9483013083013 1054927.1022157536 4214.118102041093 6177767.853166326 0.25920373 media/rap/Post_Malone___Better_Now__beerbongs___bentleys____Official_Audio.mp3 rap 3
"The Hills" 0.001468344286749313 1863.0247687338076 633129.4642407517 3908.865625262089 4006593.627391858 0.23510976 media/rap/The_Hills.mp3 rap 3
"Hopeless Romantic (feat. Swae Lee)" 0.0025521283268460843 1685.2910889102734 1095373.4755598793 3652.7176504636864 6022816.417788571 0.25994858 media/rap/Wiz_Khalifa___Hopeless_Romantic_feat._Swae_Lee__Official_Music_Video_.mp3 rap 3
"Jocelyn Flores" 0.011889768545033931 2225.9003332914176 1960540.8229331514 4358.9022459616035 7143043.265721054 0.12334079 media/rap/XXXTENTACION___Jocelyn_Flores__Audio_.mp3 rap 3
"Creeping (feat. Rich the Kid)" 0.011347997102708934 2894.142693866461 2236932.8265924533 5938.019895947669 7395323.164410885 0.118513 media/rap/Lil_Skies___Creeping__feat._Rich_the_Kid___prod._by_Menoh_Beats_.mp3 rap 3
"Legacy (feat. Travis Scott & 21 Savage)" 0.00628126547222646 2295.261115842495 1469705.7584705162 4747.522387547796 6178481.260325779 0.24272281 media/rap/Offset___Legacy_ft._Travis_Scott__21_Savage__Audio_.mp3 rap 3
"In Your Eyes" 0.002980022789733391 2366.82177752325 588901.1366479747 5125.706118657382 2365549.763769305 0.1324751 media/rap/The_Weeknd___In_Your_Eyes__Official_Audio_.mp3 rap 3
"Color Blind" 0.004418019768776142 2221.8073916723297 739030.7656297465 4517.491399176617 3514042.0812683906 0.24468689 media/rap/Diplo___Color_Blind__Feat._Lil_Xan___Official_Audio_.mp3 rap 3
"Some Way" 0.008255080885024958 2764.318402847368 1624129.7169281542 6303.196692037769 6345685.905312628 0.3122468 media/rap/NAV___Some_Way_ft._The_Weeknd__Official_Audio_.mp3 rap 3
"LEMONHEAD (feat. 42 Dugg)" 0.005932405571093626 2196.285034801409 768720.7213121473 4554.818233366936 3120914.3746923544 0.2459201 media/rap/LEMONHEAD__Audio_.mp3 rap 3
"Russian Cream" 0.008393076019952256 2670.1134319877456 1733741.6241831437 5838.893439435102 5994976.751268036 0.25471383 media/rap/Key_Glock___Russian_Cream__Official_Audio_.mp3 rap 3
"GOD'S COUNTRY" 0.005814120371813425 2468.563655970228 1774063.0746150268 5220.491158590388 7037943.620882808 0.294854 media/rap/Travis_Scott___GOD_S_COUNTRY__Official_Audio_.mp3 rap 3
"10 Freaky Girls (with 21 Savage)" 0.0022535140501428255 1591.6801864218896 816516.2658654207 3196.1978889419465 4350402.70789988 0.17865722 media/rap/Metro_Boomin___10_Freaky_Girls__with_21_Savage___OFFICIAL_AUDIO_.mp3 rap 3
"Surround Sound (feat. 21 Savage & Baby Tate)" 0.006468689225941464 2206.351807313263 1378361.2379162633 4700.114986126089 5534727.211514255 0.271386 media/rap/J.I.D___Surround_Sound__feat._21_Savage___Baby_Tate___Official_Music_Video_.mp3 rap 3
"beibs in the trap" 0.01147407994194952 2813.4595731766167 2030211.33005505 5813.003477460976 7084756.583479417 0.21252504 media/rap/Travis_Scott___biebs_in_the_trap_ft._Nav__audio___Explicit_.mp3 rap 3
"NEW MAGIC WAND" 0.0042427596942762325 2528.6523629524504 725346.9354782503 5501.890741819203 2583746.710262047 0.21224892 media/rap/Tyler__The_Creator___NEW_MAGIC_WAND__Audio_.mp3 rap 3
